"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
2790,3.67,46,29,0,4,19,1,0,0,2,1,25,1
2791,2.67,52,18,0,4,19,1,0,0,11,1,35,0
2792,4,50,28,0,4,19,1,0,1,9,1,47.5,1
2793,3.67,50,20,1,4,18,1,1,0,11,1,32.5,1
2794,2,28,29,1,1,18,1,0,0,8,1,10,0
2795,4,18,16,0,4,20,1,0,1,7,1,40,0
2796,4,47.5,28,1,4,19,1,0,1,11,1,32.5,0
2797,4,42,32,0,3,17,1,0,0,4,0,12.5,1
2798,4,42,32,0,4,18,1,0,0,4,1,30,1
2799,4,52,29,1,4,20,1,0,0,11,0,57.5,1
2800,3,30,19,0,6,18,1,1,1,5,1,45,1
2801,3.33,54,24,1,4,19,1,0,0,6,1,35,0
2802,3.33,50,24,0,4,19,1,0,0,9,1,17.5,1
2803,4,48,25,0,4,18,1,0,0,7,1,30,0
2804,2.67,58,22,0,4,19,1,1,1,9,1,60,0
2805,3,48,28,0,4,18,1,0,0,2,1,37.5,1
2806,3.67,54,26,1,5,18,1,0,0,1,1,30,1
2807,4,50,24,0,4,18,1,0,0,7,1,40,0
2808,3.67,50,29,0,4,18,1,0,1,7,1,54.2857142857143,1
2809,4,50,29,0,4,18,1,1,0,5,1,50,0
2810,4,56,33,1,4,18,1,0,0,7,1,37.5,1
2811,3,52,21,0,1,19,1,0,0,10,1,35,0
2812,3.33,42,18,1,5,19,1,1,0,4,1,40,0
2813,2.67,54,24,1,4,19,1,0,1,11,1,60,1
2814,3.33,32,24,0,4,19,1,1,0,9,1,40,0
2815,3.67,48,20,0,4,18,1,0,1,9,1,40,1
2816,3.67,40,24,0,4,18,1,0,0,9,1,60,1
2817,3.33,34,20,0,6,18,1,0,1,9,1,35,1
2818,3.67,48,21,0,4,18,1,0,1,9,1,50,1
2819,2.33,34,19,1,4,18,1,0,0,2,1,25,1
2820,3.67,42,24,1,4,19,1,1,0,11,1,20,0
2821,3.67,16,19,0,4,19,1,0,1,7,1,5,1
2822,4,44,25,0,4,19,1,0,0,7,1,25,1
2823,3.33,28,24,0,4,18,1,1,0,5,1,35,1
2824,4,42,29,0,4,19,1,0,0,1,1,37.5,1
2825,3.67,44,19,0,4,18,1,0,0,2,1,30,0
2826,4,48,33,0,4,18,1,0,1,3,1,47.5,0
2827,3.67,46,24,0,3,19,1,0,0,7,1,47.5,0
2828,3,42,22,0,4,18,1,0,1,4,1,25,0
2829,4,52,30,0,4,18,1,0,1,11,1,45,0
2830,2.33,42,17,0,4,18,1,0,0,10,1,32.5,1
2831,3.67,36,26,0,4,19,1,0,1,5,1,27.5,0
2832,4,56,27,0,4,19,1,0,1,4,1,57.5,1
2833,4,58,23,1,6,18,1,0,1,1,1,27.5,0
2834,2,50,19,1,4,18,1,0,1,11,1,30,1
2835,3.67,40,23,0,1,18,1,0,0,1,1,22.5,0
2836,3.33,42.5,28,0,4,18,1,0,1,3,0,37.5,1
2837,4,48,29,0,4,18,1,0,0,11,1,55,1
2838,1.67,4,16,0,2,19,1,0,0,5,0,10,0
2839,3.33,10,22,0,4,18,1,0,1,2,1,32.5,1
2840,3.67,48,26,0,4,19,1,0,1,2,1,32.5,0
2841,1.67,10,24,1,4,18,1,0,0,5,1,0,1
2842,4,42.5,23,0,1,19,1,0,0,10,1,35,0
2843,3.33,44,19,0,4,18,1,0,0,7,0,32.5,1
2844,4,40,28,0,4,18,1,0,1,7,0,22.5,1
2845,4,56,26,0,4,18,1,0,1,7,1,42.5,1
2846,3.33,40,23,0,6,18,1,0,0,3,0,37.5,0
2847,4,26,21,0,3,18,1,0,1,3,1,30,0
2848,3.67,50,23,1,4,18,1,0,1,5,1,55,0
2849,3.67,48,23,1,2,19,1,0,0,6,1,20,1
2850,4,52,22,1,4,19,1,0,0,5,1,47.5,0
2851,3.67,36,30,1,4,18,1,0,0,8,1,37.5,0
2852,3.33,38,21,1,3,20,1,0,1,9,1,52.5,1
2853,3.67,56,25,0,4,18,1,0,1,11,1,40,0
2854,3,50,27,1,4,18,1,0,0,8,1,47.5,0
2855,3.33,52,25,0,4,18,1,0,0,9,1,42.5,0
2856,3,34,28,1,4,18,1,0,0,8,1,17.5,0
2857,3.67,60,24,0,4,18,1,0,1,4,1,45,0
2858,3.33,42,22,0,4,18,1,0,1,11,1,42.5,1
2859,2.33,52,21,0,4,18,1,0,0,5,1,40,0
2860,4,46,33,0,4,18,1,0,0,3,1,40,0
2861,3.67,42.5,23,0,4,20,1,0,0,9,0,22.5,1
2862,4,50,25,0,6,18,1,0,0,4,1,60,1
2863,2.67,22,22,1,4,19,1,0,0,2,1,32.5,0
2864,3,46,30,0,4,19,1,0,0,6,1,35,0
2865,3,36,17,1,4,18,1,0,0,2,1,50,0
2866,3.33,60,22,0,4,18,1,0,1,9,1,42.5,1
2867,3.33,46,24,0,3,18,1,0,0,4,1,40,1
2868,4,44,32,0,4,19,1,0,1,8,1,55,0
2869,4,50,24,1,4,18,1,0,1,5,1,35,0
2870,3,40,20,0,4,18,1,0,1,11,1,20,0
2871,4,55,20,0,4,19,1,0,1,4,1,52.5,0
2872,3,47.5,19,0,4,18,1,0,1,11,1,25,0
2873,3.67,42.5,24,1,4,18,1,0,1,5,1,37.5,0
2874,4,38,32,0,4,18,1,0,0,2,1,25,0
2875,3.67,46,25,0,4,19,1,0,0,2,1,55,0
2876,3,42,23,1,4,18,1,1,1,9,1,37.5,0
2877,3.67,60,31,1,4,18,1,0,0,2,1,40,0
2878,4,50,34,0,4,18,1,0,1,9,1,52.5,1
2879,3,36,21,0,4,19,1,0,0,7,1,35,1
2880,3.33,60,27,0,6,19,1,0,1,4,1,52.5,0
2881,2.67,38,16,0,4,19,1,0,0,9,1,35,1
2882,3.33,36,27,0,1,19,1,0,1,8,1,52.5,1
2883,3.67,52,24,0,4,19,1,0,0,7,1,57.5,0
2884,3,48,30,1,4,18,1,0,1,1,1,45,0
2885,4,60,35,0,4,19,1,0,0,1,1,42.5,1
2886,3.67,37.5,26,1,4,18,1,0,0,7,1,10,1
2887,4,50,32,1,4,18,1,0,0,4,1,45,0
2888,4,52,29,1,4,19,1,0,1,1,1,32.5,0
2889,3,52,26,1,2,18,1,0,0,8,1,42.5,1
2890,2.33,40,19,0,2,18,1,1,1,4,1,22.5,1
2891,4,52,31,1,4,19,1,0,1,9,1,40,1
2892,3.67,50,17,0,2,18,1,1,1,11,1,45,0
2893,4,36,18,0,4,18,1,0,1,7,1,35,1
2894,2.67,40,21,1,4,18,1,1,0,5,1,25,1
2895,3.67,38,20,0,4,18,1,0,1,5,1,47.5,1
2896,4,58,28,0,4,18,1,0,0,9,1,40,1
2897,3.33,60,23,1,6,18,1,1,0,5,1,55,1
2898,3.67,50,20,1,4,18,1,0,0,7,1,34.2857142857143,1
2899,3.33,48,16,0,3,18,1,0,1,9,1,57.5,1
2900,3.67,60,17,0,6,19,1,0,1,2,1,60,1
2901,3.67,44,22,0,4,18,1,0,1,7,1,45,0
2902,3.33,32,23,0,4,19,1,0,1,7,1,40,1
2903,3.33,40,21,0,6,18,1,1,0,9,1,40,1
2904,3.67,50,28,0,4,18,1,0,0,10,1,25,1
2905,3.67,22,22,0,4,18,1,0,0,5,1,40,0
2906,3.67,34,21,0,2,19,1,0,0,9,1,12.5,0
2907,3.67,46,26,1,4,18,1,0,0,1,1,45,0
2908,2.33,0,20,0,4,18,1,0,1,5,1,2.5,1
2909,3,32,22,0,6,18,1,0,1,7,1,12.5,1
2910,2.33,60,15,1,4,19,1,0,0,9,1,52.5,1
2911,3.67,42.5,29,0,4,18,1,1,0,9,1,40,0
2912,4,42,30,1,4,19,1,0,0,3,1,60,1
2913,2.67,32.5,24,0,1,18,1,0,0,7,1,32.5,0
2914,4,38,26,1,4,19,1,0,0,5,1,42.5,0
2915,2,42,24,0,4,19,1,1,0,8,1,27.5,0
2916,4,58,24,0,4,18,1,0,0,1,1,55,0
2917,3.33,20,18,0,4,20,1,0,0,4,0,12.5,1
2918,3.67,54,16,0,6,20,1,0,1,10,0,27.5,1
2919,4,12,30,1,3,18,1,0,1,4,1,20,0
2920,4,42,21,0,3,19,1,0,1,1,1,27.5,0
2921,4,37.5,31,0,5,18,1,0,0,9,1,37.5,1
2922,3.33,50,19,0,3,20,1,0,1,9,1,55,1
2923,4,56,22,1,3,19,1,0,0,7,1,52.5,0
2924,3.33,44,20,0,4,19,1,0,0,7,1,35,1
2925,4,36,24,0,4,18,1,0,0,7,1,37.5,0
2926,4,45,27,1,4,19,1,0,0,3,1,34.2857142857143,1
2927,2.33,18,21,1,4,18,1,1,0,8,1,50,1
2928,2.67,50,22,0,4,18,1,1,0,4,1,55,0
2929,3.67,60,26,0,4,18,1,0,0,2,1,60,1
2930,4,48,34,0,4,18,1,0,0,5,1,37.5,1
2931,4,38,29,0,4,18,1,1,0,3,1,25,1
2932,3,38,30,1,4,18,1,1,0,8,1,50,1
2933,2.67,24,19,1,4,19,1,0,0,2,1,2.5,1
2934,2.67,46,21,0,4,18,1,0,0,8,1,30,0
2935,3.33,45,20,1,4,18,1,0,1,4,1,50,0
2936,2.67,60,16,0,4,18,1,0,1,9,1,60,0
2937,4,56,22,0,4,18,1,0,0,5,1,50,1
2938,3,47.5,32,1,2,18,1,0,1,4,1,32.5,0
2939,3.33,54,26,1,4,18,1,0,1,4,1,37.5,1
2940,4,48,31,0,4,18,1,1,0,10,1,15,1
2941,2,40,18,0,6,18,1,0,1,9,1,40,0
2942,3.67,50,22,1,4,18,1,0,1,10,1,60,1
2943,3.33,50,20,1,4,19,1,1,1,7,1,32.5,0
2944,4,50,31,0,1,18,1,1,0,10,1,42.5,1
2945,4,44,21,0,4,19,1,0,0,6,1,25,0
2946,4,44,23,0,4,19,1,0,1,5,1,40,0
2947,4,34,27,0,4,18,1,0,1,5,1,37.5,0
2948,3.67,60,25,0,4,18,1,1,0,7,1,40,0
2949,2.33,46,21,0,4,19,1,1,1,9,1,42.5,1
2950,2.67,44,26,1,3,18,1,0,0,11,1,27.5,0
2951,2.67,58,16,0,2,18,1,0,1,9,1,60,1
2952,3.33,47.5,22,0,4,18,1,1,0,9,1,45,0
2953,3,40,17,1,4,18,1,1,1,7,1,32.5,0
2954,4,42,33,0,4,18,1,1,0,9,1,48.5714285714286,1
2955,3.67,32,28,0,3,18,1,0,0,1,1,32.5,0
2956,4,54,25,0,4,18,1,0,1,4,1,42.5,0
2957,3.33,34,23,1,4,18,1,1,1,3,1,40,1
2958,3.33,42.5,25,0,4,18,1,1,0,10,1,50,0
2959,3.67,46,22,1,4,18,1,0,0,11,1,27.5,1
2960,4,28,28,0,5,19,1,0,1,5,1,40,0
2961,4,46,27,0,4,19,1,0,0,4,1,35,1
2962,3.67,38,25,1,3,18,1,0,1,10,1,30,1
2963,3.33,32,24,1,4,18,1,0,0,11,1,22.5,0
2964,3.67,14,21,0,3,19,1,0,1,9,0,47.5,1
2965,3.67,40,29,0,4,18,1,0,1,10,1,50,0
2966,4,38,18,0,4,18,1,0,1,9,1,60,1
2967,4,48,22,0,4,18,1,0,0,11,1,40,0
2968,2.33,60,25,1,4,18,1,0,0,8,1,35,1
2969,3.33,38,26,1,4,18,1,1,0,8,1,50,0
2970,3.33,10,26,0,4,18,1,0,0,9,1,40,1
2971,3.67,32,23,0,4,18,1,0,1,11,1,37.5,0
2972,4,50,26,0,4,18,1,0,0,8,1,52.5,0
2973,4,57.5,34,1,4,18,1,0,0,8,1,55,1
2974,3.67,40,32,0,4,18,1,0,0,8,1,37.5,1
2975,3,40,27,0,4,18,1,0,0,8,1,40,0
2976,3.33,40,21,0,2,19,1,0,1,5,1,47.5,1
2977,3.67,38,25,0,4,19,1,0,0,11,1,22.5,1
2978,3.33,46,18,0,3,18,1,0,1,3,1,55,0
2979,4,44,28,0,4,18,1,0,0,6,1,40,1
2980,3.33,32,26,0,4,18,1,0,1,2,1,55,1
2981,4,50,27,1,5,18,1,1,1,2,1,52.5,0
2982,3.33,46,30,0,4,18,1,0,0,1,1,35,1
2983,4,50,31,0,4,18,1,0,0,2,1,52.5,1
2984,3.33,42.5,28,0,6,18,1,0,0,4,1,20,0
2985,3.67,52,31,0,4,18,1,0,0,1,1,32.5,0
2986,4,50,26,1,6,19,1,0,1,7,1,22.5,1
2987,4,60,28,0,4,18,1,0,0,1,1,57.5,1
2988,4,48,30,0,4,19,1,0,0,4,1,17.5,0
2989,3.67,44,32,1,4,18,1,0,0,3,1,47.5,0
2990,4,30,27,0,4,18,1,0,0,5,1,12.5,1
2991,3.33,48,24,0,4,18,1,0,1,9,1,47.5,0
2992,4,42.5,25,1,1,18,1,0,1,8,1,50,0
2993,4,44,33,0,4,17,1,0,0,2,1,35,0
2994,3.67,44,28,0,4,19,1,0,1,4,1,40,1
2995,4,55,31,1,4,18,1,0,0,3,1,40,0
2996,2.67,58,26,0,2,18,1,0,0,5,1,45,0
2997,3,38,25,0,4,18,1,0,1,4,1,47.5,0
2998,3.67,38,31,0,4,18,1,0,0,2,1,37.5,0
2999,3.33,52,31,0,1,18,1,0,0,2,1,60,1
3000,4,60,29,0,4,18,1,0,0,2,1,52.5,0
3001,4,48,32,0,4,18,1,0,0,4,1,60,0
3002,3,45,32,1,4,18,1,0,0,5,1,42.5,0
3003,3.67,40,27,0,4,18,1,0,0,1,1,35,0
3004,4,28,33,0,4,18,1,0,0,8,1,25,0
3005,3.33,60,32,1,4,18,1,0,0,8,1,55,0
3006,3,38,28,1,6,19,1,0,0,4,1,17.5,0
3007,3.67,30,25,0,2,18,1,0,0,2,1,17.5,0
3008,1.67,50,17,0,6,19,1,0,1,6,1,37.5,0
3009,3.33,32.5,28,1,4,18,1,0,0,1,1,22.5,0
3010,3,36,25,1,4,18,1,0,0,11,1,25,1
3011,3,52,30,0,4,18,1,0,0,11,1,20,1
3012,2.67,54,27,0,4,18,1,0,0,9,1,50,1
3013,3.33,54,25,1,4,18,1,0,0,8,1,52.5,0
3014,2.67,30,22,0,4,19,1,0,0,11,1,25,0
3015,4,55,29,0,4,18,1,0,1,4,1,52.5,0
3016,3.67,38,22,0,5,18,1,0,1,10,1,32.5,1
3017,3,34,23,0,4,18,1,0,0,9,1,22.5,0
3018,4,32.5,24,0,4,18,1,0,0,11,1,40,0
3019,4,34,21,1,4,18,1,0,1,7,1,27.5,0
3020,4,52.5,32,0,4,18,1,0,0,4,1,35,0
3021,4,42.5,30,0,4,19,1,0,0,2,1,27.5,0
3022,4,42,33,0,4,18,1,0,0,7,1,35,0
3023,4,60,34,0,4,19,1,0,0,4,1,27.5,1
3024,3.67,40,23,0,4,18,1,0,0,9,1,50,0
3025,3.33,32,22,0,4,18,1,0,1,4,1,57.1428571428571,0
3026,4,22,25,0,4,18,1,0,1,9,1,40,0
3027,2.33,16,26,0,4,20,1,0,1,9,1,35,0
3028,4,52,22,0,4,18,1,0,0,9,1,52.5,1
3029,3.67,52,18,0,4,18,1,0,1,2,1,60,1
3030,2.67,30,22,0,2,17,1,0,0,2,1,42.5,1
3031,4,50,29,0,4,18,1,0,0,1,1,25,0
3032,3.67,50,25,1,4,19,1,1,1,5,1,25,0
3033,4,48,19,0,2,19,1,1,0,10,1,22.5,0
3034,4,42,13,0,2,18,1,0,1,5,1,40,0
3035,3.67,52,19,0,4,18,1,0,0,9,1,57.5,0
3036,2.67,44,25,0,4,19,1,1,1,7,1,60,0
3037,3.67,34,20,0,4,18,1,0,0,4,1,40,0
3038,4,46,22,0,5,18,1,0,0,9,1,45,1
3039,3.67,46,27,0,4,19,1,0,1,4,1,40,1
3040,3,26,21,0,4,19,1,0,0,9,1,35,1
3041,2.33,40,22,0,4,19,1,0,1,4,0,55,1
3042,2.67,44,26,0,4,18,1,0,0,7,1,45,0
3043,4,30,20,0,4,18,1,0,0,4,1,47.5,1
3044,3.67,58,19,0,2,18,0,0,0,2,1,60,0
3045,3,30,18,0,4,18,1,0,1,11,1,20,1
3046,2.33,40,25,0,4,18,1,0,1,9,1,20,0
3047,3,44,27,0,4,18,1,0,0,9,1,25,0
3048,4,42,21,0,4,18,1,0,0,9,1,47.5,0
3049,2.67,42,19,0,2,18,1,0,1,2,1,40,0
3050,2.67,26,19,0,6,18,1,1,1,9,1,47.5,0
3051,3.33,52.5,23,0,4,18,1,0,0,6,1,37.5,0
3052,3.67,40,29,0,6,18,1,0,0,6,1,45,0
3053,3.67,42,28,0,4,19,1,0,0,5,1,32.5,1
3054,2.33,30,17,0,2,19,1,0,1,3,1,35,0
3055,4,40,15,1,2,19,1,0,0,8,1,32.5,0
3056,4,50,27,1,4,20,1,0,1,2,1,37.5,0
3057,4,48,22,0,4,18,1,1,0,6,1,40,1
3058,3,34,19,1,4,18,1,1,1,9,1,20,0
3059,4,58,28,0,4,19,1,0,1,9,1,40,1
3060,3.33,50,11,0,2,19,1,0,1,9,0,37.5,0
3061,3.33,28,18,1,6,20,1,0,0,8,0,7.5,0
3062,4,40,18,1,4,18,1,0,1,1,1,20,1
3063,3.33,50,29,1,5,19,1,0,1,8,1,35,0
3064,4,30,30,0,4,19,1,0,1,8,1,40,0
3065,2,36,21,0,2,18,1,0,0,1,1,40,1
3066,4,37.5,24,0,4,19,1,0,0,2,1,50,0
3067,2,40,22,0,4,18,1,0,1,5,1,40,1
3068,3,26,19,0,4,19,1,0,1,2,1,17.5,0
3069,3.67,48,23,1,4,18,1,0,0,5,1,47.5,1
3070,3.67,38,24,1,1,18,1,0,0,5,1,57.5,0
3071,4,40,28,0,6,18,1,1,0,4,1,35,0
3072,3.33,36,25,0,4,18,1,0,0,6,1,30,1
3073,3,24,21,0,4,18,1,0,0,7,1,40,0
3074,3.33,47.5,23,0,4,18,1,0,0,9,1,40,1
3075,3,52.5,22,1,4,18,1,0,1,8,1,52.5,0
3076,4,34,23,1,2,18,1,0,0,5,1,37.5,1
3077,2.67,17.5,15,0,4,19,1,0,0,7,1,20,1
3078,3.67,30,25,0,4,18,1,0,1,7,1,22.5,0
3079,2.67,48,25,0,4,18,1,0,1,2,1,42.5,0
3080,3,54,19,0,2,18,1,0,0,2,1,10,1
3081,3.67,47.5,29,1,5,18,1,0,0,11,1,35,0
3082,2.67,50,21,0,2,18,1,0,1,9,1,45.7142857142857,0
3083,3.33,52,22,0,6,18,1,0,1,7,1,57.5,0
3084,4,44,22,0,4,21,1,0,0,1,0,32.5,0
3085,3.67,54,23,1,4,18,1,0,1,2,1,60,1
3086,4,46,26,0,4,18,1,0,1,3,1,55,0
3087,4,60,28,0,4,18,1,0,1,9,1,57.5,0
3088,3.33,8,24,0,4,18,1,0,1,9,1,12.5,1
3089,3.67,40,25,0,4,18,1,0,1,9,1,45,1
3090,4,56,32,0,4,18,1,0,0,2,1,57.5,0
3091,3.33,50,23,0,4,18,1,0,1,1,1,57.5,1
3092,3,50,20,0,4,18,1,0,0,3,1,60,1
3093,3.67,52,24,0,4,18,1,0,0,7,1,45,1
3094,3.33,10,25,1,6,18,1,1,0,2,1,7.5,0
3095,3.33,26,20,0,4,19,1,0,0,9,1,42.5,0
3096,4,22,14,1,4,18,1,0,1,8,1,40,1
3097,3,38,18,1,5,18,1,0,1,10,1,30,1
3098,3.33,25,21,0,4,19,1,0,0,10,1,22.5,0
3099,3.33,44,24,0,4,18,1,0,0,7,1,32.5,0
3100,4,44,23,0,4,19,1,1,0,9,1,40,0
3101,3.33,56,16,0,2,18,1,0,1,7,1,20,0
3102,4,16,24,0,4,18,1,0,0,2,1,60,0
3103,3.33,40,25,0,4,18,1,0,0,10,1,40,0
3104,3,58,20,0,4,19,1,0,1,7,1,55,0
3105,3.67,50,23,1,4,19,1,0,0,4,1,40,1
3106,4,58,33,0,4,18,1,0,0,5,1,45,1
3107,3.33,52,26,0,4,19,1,0,0,9,1,37.5,1
3108,3,46,21,1,4,19,1,0,0,8,1,37.5,1
3109,4,22,23,0,4,19,1,0,0,3,1,42.8571428571429,0
3110,4,40,25,0,4,18,1,0,1,9,1,35,1
3111,3.67,46,29,0,4,19,1,0,0,9,1,37.5,0
3112,3,38,24,1,4,18,1,0,1,11,1,27.5,0
3113,3.33,42,23,1,4,18,1,0,0,11,1,55,0
3114,3,52,20,0,4,19,1,0,1,7,1,25,1
3115,4,56,30,0,4,19,1,0,0,11,1,60,0
3116,3.67,44,24,0,4,19,1,0,0,9,1,20,0
3117,3.33,44,18,0,4,19,1,0,1,5,1,47.5,0
3118,2.67,20,19,0,4,19,1,0,1,4,0,20,1
3119,3,4,28,0,6,17,1,0,1,2,1,15,1
3120,3.67,48,19,0,2,18,1,0,1,9,1,30,0
3121,2,45,31,1,4,18,1,0,0,11,1,35,1
3122,3.33,56,19,1,6,18,1,0,1,8,1,45,1
3123,3.33,20,27,1,3,18,1,0,0,8,1,47.5,1
3124,3.33,28,20,0,4,19,1,0,0,9,0,0,1
3125,3.33,58,19,0,4,19,1,0,1,9,0,35,0
3126,4,60,22,0,4,19,1,0,1,4,1,42.5,1
3127,3.67,38,31,0,6,19,1,0,0,8,1,40,0
3128,3.67,40,19,0,4,18,1,0,0,5,1,27.5,0
3129,3.33,48,20,1,4,19,1,0,1,8,0,10,0
3130,3.67,12,14,0,5,36,0,0,0,7,0,12.5,1
3131,4,40,26,1,4,17,1,0,0,10,1,45,1
3132,3,36,21,1,5,19,1,0,1,1,1,12.5,0
3133,4,38,27,0,4,18,1,0,1,10,1,35,0
3134,3.67,46,22,0,4,33,0,0,1,9,1,42.5,0
3135,4,46,26,1,5,19,1,0,0,3,1,52.5,0
3136,3,60,20,1,2,18,1,0,0,8,1,60,1
3137,3,34,18,0,4,20,1,0,0,9,0,22.5,1
3138,2,47.5,24,1,4,18,1,0,1,8,1,55,1
3139,4,26,24,1,4,19,1,0,1,10,1,12.5,1
3140,3.33,48,23,1,4,18,1,0,0,8,1,40,0
3141,2.33,34,20,0,4,19,1,0,1,5,1,37.5,0
3142,3.67,42,25,0,4,18,1,0,1,5,1,27.5,1
3143,4,40,29,0,4,19,1,0,0,9,1,12.5,1
3144,3.67,28,25,0,4,18,1,0,0,9,1,25,1
3145,4,44,28,0,4,19,1,0,0,10,1,35,1
3146,3.67,42,25,0,4,19,1,0,0,1,1,60,1
3147,1.67,30,16,1,2,19,1,1,1,6,1,20,1
3148,2,20,20,1,5,19,1,0,1,5,1,22.5,1
3149,3.33,32,20,0,4,19,1,0,0,9,1,40,1
3150,3.67,54,24,0,5,18,1,0,0,10,1,40,0
3151,4,22.5,22,1,4,19,1,0,0,7,1,20,1
3152,2.67,28,20,0,2,18,1,0,1,2,1,60,0
3153,3.33,34,26,1,4,18,1,0,1,9,1,37.5,0
3154,3.67,50,33,0,4,18,1,0,0,3,1,27.5,0
3155,3.67,46,29,0,4,18,1,0,1,1,1,37.5,1
3156,3.67,54,26,0,4,18,1,0,0,4,1,60,1
3157,3.67,32,19,0,4,18,1,0,0,7,1,22.8571428571429,1
3158,3.33,48,26,0,4,19,1,0,1,9,1,48.5714285714286,1
3159,3,50,22,0,2,19,1,0,1,9,1,40,0
3160,4,54,28,0,4,18,1,0,1,10,1,47.5,1
3161,4,46,26,1,4,18,1,1,0,4,1,45,1
3162,3.67,50,33,0,4,18,1,1,0,2,1,42.5,1
3163,2.67,44,22,1,4,20,0,1,0,10,1,25,0
3164,3,48,26,0,4,24,0,0,0,5,0,47.5,1
3165,3,44,24,1,4,18,1,0,1,5,1,35,0
3166,4,56,27,0,4,20,1,0,0,4,1,50,0
3167,1.67,22,18,0,3,19,1,0,1,6,1,60,1
3168,3,38,24,0,4,18,1,0,0,4,1,45,0
3169,3.33,37.5,21,0,4,19,1,0,1,9,1,15,1
3170,3.67,42,19,0,4,18,1,0,0,7,1,40,1
3171,3,30,22,0,4,19,1,0,1,7,1,35,0
3172,3,28,23,1,4,19,1,0,1,2,1,35,0
3173,3.67,26,30,0,5,18,1,0,0,1,1,27.5,1
3174,2,20,27,0,4,19,1,0,0,1,1,20,0
3175,2.33,48,21,0,2,18,0,0,0,7,1,35,0
3176,3.33,46,21,0,4,18,1,0,1,1,1,25,0
3177,3,56,27,0,4,18,1,0,0,9,1,45,0
3178,3.33,50,20,0,4,19,1,0,1,9,1,40,0
3179,3.33,48,25,0,4,18,1,0,1,9,1,40,0
3180,4,26,26,0,4,18,1,0,1,7,1,60,0
3181,4,50,27,0,4,18,1,0,0,7,1,27.5,0
3182,4,50,26,0,4,18,1,0,0,11,1,40,0
3183,3,30,18,1,5,18,1,0,0,10,1,37.1428571428571,1
3184,3.67,46,18,1,4,20,1,0,1,11,0,40,1
3185,3.67,52,23,0,4,18,1,0,1,7,1,60,0
3186,2.67,50,25,0,6,19,1,0,0,6,0,50,1
3187,3.67,40,23,0,5,18,1,0,0,9,1,25,0
3188,3,32,28,0,2,18,1,0,0,4,1,37.5,0
3189,2.67,42,23,0,6,18,1,0,0,5,1,17.5,1
3190,4,40,28,1,3,18,11,1,0,3,1,40,1
3191,4,10,29,0,4,18,1,0,1,7,1,40,1
3192,4,60,24,1,4,18,1,0,1,3,1,47.5,0
3193,2.67,22,23,0,4,19,1,0,1,4,0,37.5,0
3194,3.67,44,23,0,6,18,1,0,1,4,1,40,0
3195,3.67,42,28,0,5,18,1,0,0,11,1,32.5,1
3196,4,46,30,1,1,19,1,1,0,8,1,35,0
3197,3.67,52,32,0,4,18,1,0,0,4,1,47.5,0
3198,2.67,48,32,0,4,18,1,0,0,3,1,47.5,0
3199,3,50,30,0,4,19,1,0,0,3,1,40,1
3200,4,50,27,0,4,19,1,0,0,10,1,45,1
3201,3,35,22,0,4,17,1,0,0,11,1,37.5,0
3202,2.67,36,22,1,4,18,1,0,0,7,1,30,1
3203,2.67,42,23,0,4,18,1,1,0,8,1,45,0
3204,3.33,38,22,0,4,19,1,0,1,7,1,35,1
3205,3.33,30,22,0,4,18,1,0,1,9,1,37.5,1
3206,4,52,27,0,4,18,1,0,1,7,1,37.5,1
3207,3.33,28,24,1,4,20,1,0,1,8,1,30,0
3208,3.33,60,24,0,4,19,1,0,0,5,1,60,1
3209,3.33,40,26,0,4,18,1,0,0,5,1,30,1
3210,4,58,28,0,5,18,1,0,0,7,1,60,1
3211,2.67,27.5,28,1,6,19,0,0,1,11,1,7.5,0
3212,3,50,29,0,4,18,1,0,0,7,1,40,0
3213,3,34,20,0,2,18,1,0,0,3,1,57.1428571428571,1
3214,4,50,29,0,4,19,1,0,0,1,1,45,0
3215,4,50,30,1,4,18,1,0,1,2,1,57.5,1
3216,3.67,32,25,0,4,18,1,0,0,1,1,27.5,0
3217,4,40,33,1,4,19,1,0,0,4,1,20,0
3218,3,52,28,1,4,19,1,0,0,8,1,50,0
3219,4,46,34,1,4,18,1,0,0,5,1,37.5,0
3220,2,44,24,1,4,18,1,0,0,10,1,47.5,1
3221,3.33,56,22,1,4,19,1,0,0,5,1,40,0
3222,3.33,42,25,0,4,18,1,0,0,4,1,52.5,1
3223,4,44,34,0,4,18,1,0,0,8,1,27.5,1
3224,4,48,31,0,4,18,1,0,0,9,1,42.5,1
3225,4,26,24,1,4,19,1,0,0,5,1,32.5,1
3226,4,34,25,0,4,18,1,0,0,7,1,32.5,0
3227,3,42,27,1,4,18,1,0,0,2,1,35,0
3228,4,48,28,0,4,18,1,0,1,5,1,45,0
3229,3.33,42,29,1,1,18,1,0,0,3,1,55,0
3230,2.33,60,27,0,4,19,1,0,0,9,1,45,1
3231,3.33,18,20,0,4,18,1,0,0,4,1,17.5,0
3232,2.67,36,27,1,4,18,1,0,0,8,1,22.5,0
3233,3,60,22,1,5,18,1,0,0,5,1,52.5,0
3234,2.33,38,23,0,6,18,1,1,1,4,1,20,1
3235,3.33,50,21,0,4,18,1,0,0,7,1,35,1
3236,4,44,24,0,3,18,1,0,0,10,1,27.5,1
